Id,Attraction,Attraction Type,Review Month,Visit Month,Reviewer Rating,Reviewer Level,Reason for Poor Rating,Reviewer Type,Text,Long Text
765,Universal Studios,Theme Park,201610,2016-10,3,6,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
766,Universal Studios,Theme Park,201610,2016-10,3,2,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
767,Universal Studios,Theme Park,201610,2016-10,2,10,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
768,Universal Studios,Theme Park,201610,2016-10,1,8,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
769,Universal Studios,Theme Park,201610,2016-10,4,6,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
770,Universal Studios,Theme Park,201610,2016-10,5,6,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
771,Universal Studios,Theme Park,201610,2016-10,5,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
772,Universal Studios,Theme Park,201610,2016-10,5,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
773,Universal Studios,Theme Park,201610,2016-10,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
774,Universal Studios,Theme Park,201610,2016-10,4,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
775,Universal Studios,Theme Park,201610,2016-10,4,1,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
776,Universal Studios,Theme Park,201610,2016-10,4,8,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
777,Universal Studios,Theme Park,201610,2016-10,3,3,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
778,Universal Studios,Theme Park,201610,2016-10,3,8,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
779,Universal Studios,Theme Park,201610,2016-10,2,5,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
780,Universal Studios,Theme Park,201610,2016-10,1,9,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
781,Universal Studios,Theme Park,201610,2016-10,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
782,Universal Studios,Theme Park,201610,2016-10,5,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
783,Universal Studios,Theme Park,201610,2016-10,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
784,Universal Studios,Theme Park,201610,2016-10,5,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
785,Universal Studios,Theme Park,201610,2016-10,4,5,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
786,Universal Studios,Theme Park,201610,2016-10,4,8,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
787,Universal Studios,Theme Park,201610,2016-10,4,6,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
788,Universal Studios,Theme Park,201610,2016-10,4,2,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
789,Universal Studios,Theme Park,201610,2016-10,3,9,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
790,Universal Studios,Theme Park,201610,2016-10,3,10,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
791,Universal Studios,Theme Park,201610,2016-10,2,5,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
792,Universal Studios,Theme Park,201610,2016-10,1,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
793,Universal Studios,Theme Park,201610,2016-10,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
794,Universal Studios,Theme Park,201610,2016-10,5,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
795,Universal Studios,Theme Park,201610,2016-10,5,4,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
796,Universal Studios,Theme Park,201610,2016-10,5,5,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
797,Universal Studios,Theme Park,201610,2016-10,4,6,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
798,Universal Studios,Theme Park,201610,2016-10,4,10,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
799,Universal Studios,Theme Park,201610,2016-10,4,1,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
800,Universal Studios,Theme Park,201610,2016-10,4,5,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
801,Universal Studios,Theme Park,201610,2016-10,3,6,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
802,Universal Studios,Theme Park,201610,2016-10,3,5,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
803,Universal Studios,Theme Park,201610,2016-10,2,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
804,Universal Studios,Theme Park,201610,2016-10,1,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
805,Universal Studios,Theme Park,201610,2016-10,4,2,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
806,Universal Studios,Theme Park,201610,2016-10,5,9,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
807,Universal Studios,Theme Park,201610,2016-10,5,6,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
808,Universal Studios,Theme Park,201610,2016-10,5,2,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
809,Universal Studios,Theme Park,201610,2016-10,4,7,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
810,Universal Studios,Theme Park,201610,2016-10,4,7,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
811,Universal Studios,Theme Park,201610,2016-10,4,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
812,Universal Studios,Theme Park,201610,2016-10,4,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
813,Universal Studios,Theme Park,201610,2016-10,3,9,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
814,Universal Studios,Theme Park,201610,2016-10,3,5,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
815,Universal Studios,Theme Park,201610,2016-10,2,1,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
816,Universal Studios,Theme Park,201610,2016-10,1,8,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
817,Universal Studios,Theme Park,201610,2016-10,4,10,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
818,Universal Studios,Theme Park,201610,2016-10,5,1,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
819,Universal Studios,Theme Park,201610,2016-10,5,6,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
820,Universal Studios,Theme Park,201610,2016-10,5,7,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
821,Universal Studios,Theme Park,201610,2016-10,4,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
822,Universal Studios,Theme Park,201610,2016-10,4,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
823,Universal Studios,Theme Park,201610,2016-10,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
824,Universal Studios,Theme Park,201610,2016-10,4,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
825,Universal Studios,Theme Park,201610,2016-10,3,4,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
826,Universal Studios,Theme Park,201610,2016-10,3,6,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
827,Universal Studios,Theme Park,201610,2016-10,2,4,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
828,Universal Studios,Theme Park,201610,2016-10,1,5,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
829,Universal Studios,Theme Park,201610,2016-10,4,8,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
830,Universal Studios,Theme Park,201610,2016-10,5,1,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
831,Universal Studios,Theme Park,201610,2016-10,5,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
832,Universal Studios,Theme Park,201610,2016-10,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
833,Universal Studios,Theme Park,201610,2016-10,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
834,Universal Studios,Theme Park,201610,2016-10,4,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
835,Universal Studios,Theme Park,201610,2016-10,4,2,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
836,Universal Studios,Theme Park,201610,2016-10,4,8,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
837,Universal Studios,Theme Park,201610,2016-10,3,5,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
838,Universal Studios,Theme Park,201610,2016-10,3,6,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
839,Universal Studios,Theme Park,201610,2016-10,2,9,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
840,Universal Studios,Theme Park,201610,2016-10,1,8,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
841,Universal Studios,Theme Park,201610,2016-10,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
842,Universal Studios,Theme Park,201610,2016-10,5,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
843,Universal Studios,Theme Park,201610,2016-10,5,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
844,Universal Studios,Theme Park,201610,2016-10,5,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
845,Universal Studios,Theme Park,201610,2016-10,4,3,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
846,Universal Studios,Theme Park,201610,2016-10,4,1,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
847,Universal Studios,Theme Park,201610,2016-10,4,6,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
848,Universal Studios,Theme Park,201610,2016-10,4,8,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
849,Universal Studios,Theme Park,201610,2016-10,3,9,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
850,Universal Studios,Theme Park,201610,2016-10,3,4,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
851,Universal Studios,Theme Park,201610,2016-10,2,2,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
852,Universal Studios,Theme Park,201610,2016-10,1,5,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
853,Universal Studios,Theme Park,201610,2016-10,4,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
854,Universal Studios,Theme Park,201610,2016-10,5,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
855,Universal Studios,Theme Park,201610,2016-10,5,2,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
856,Universal Studios,Theme Park,201610,2016-10,5,6,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
857,Universal Studios,Theme Park,201610,2016-10,4,3,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
858,Universal Studios,Theme Park,201610,2016-10,4,4,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
859,Universal Studios,Theme Park,201610,2016-10,4,2,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
860,Universal Studios,Theme Park,201610,2016-10,4,5,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
861,Universal Studios,Theme Park,201610,2016-10,3,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
862,Universal Studios,Theme Park,201610,2016-10,3,2,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
863,Universal Studios,Theme Park,201610,2016-10,2,1,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
864,Universal Studios,Theme Park,201610,2016-10,1,9,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
865,Universal Studios,Theme Park,201610,2016-10,4,2,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
866,Universal Studios,Theme Park,201610,2016-10,5,7,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
867,Universal Studios,Theme Park,201610,2016-10,5,7,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
868,Universal Studios,Theme Park,201610,2016-10,5,2,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
869,Universal Studios,Theme Park,201610,2016-10,4,10,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
870,Universal Studios,Theme Park,201610,2016-10,4,3,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
871,Universal Studios,Theme Park,201610,2016-10,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
872,Universal Studios,Theme Park,201610,2016-10,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
873,Universal Studios,Theme Park,201610,2016-10,3,9,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
874,Universal Studios,Theme Park,201609,2016-09,3,7,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
875,Universal Studios,Theme Park,201609,2016-09,2,3,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
876,Universal Studios,Theme Park,201609,2016-09,1,4,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
877,Universal Studios,Theme Park,201609,2016-09,4,7,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
878,Universal Studios,Theme Park,201609,2016-09,5,8,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
879,Universal Studios,Theme Park,201609,2016-09,5,1,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
880,Universal Studios,Theme Park,201609,2016-09,5,2,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
881,Universal Studios,Theme Park,201609,2016-09,4,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
882,Universal Studios,Theme Park,201609,2016-09,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
883,Universal Studios,Theme Park,201609,2016-09,4,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
884,Universal Studios,Theme Park,201609,2016-09,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
885,Universal Studios,Theme Park,201609,2016-09,3,2,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
886,Universal Studios,Theme Park,201609,2016-09,3,6,Expensive,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
887,Universal Studios,Theme Park,201609,2016-09,2,7,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
888,Universal Studios,Theme Park,201609,2016-09,1,2,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
889,Universal Studios,Theme Park,201609,2016-09,4,6,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
890,Universal Studios,Theme Park,201609,2016-09,5,9,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
891,Universal Studios,Theme Park,201609,2016-09,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
892,Universal Studios,Theme Park,201609,2016-09,5,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
893,Universal Studios,Theme Park,201609,2016-09,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
894,Universal Studios,Theme Park,201609,2016-09,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
895,Universal Studios,Theme Park,201609,2016-09,4,7,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
896,Universal Studios,Theme Park,201609,2016-09,4,4,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
897,Universal Studios,Theme Park,201609,2016-09,3,9,Expensive,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
898,Universal Studios,Theme Park,201609,2016-09,3,4,Expensive,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
899,Universal Studios,Theme Park,201609,2016-09,2,8,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
900,Universal Studios,Theme Park,201609,2016-09,1,10,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
901,Universal Studios,Theme Park,201609,2016-09,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
902,Universal Studios,Theme Park,201609,2016-09,5,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
903,Universal Studios,Theme Park,201609,2016-09,5,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
904,Universal Studios,Theme Park,201609,2016-09,5,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
905,Universal Studios,Theme Park,201609,2016-09,4,2,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
906,Universal Studios,Theme Park,201609,2016-09,4,8,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
907,Universal Studios,Theme Park,201609,2016-09,4,2,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
908,Universal Studios,Theme Park,201609,2016-09,4,9,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
909,Universal Studios,Theme Park,201609,2016-09,3,5,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
910,Universal Studios,Theme Park,201609,2016-09,3,8,Expensive,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
911,Universal Studios,Theme Park,201609,2016-09,2,10,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
